sample_index,true_class,pred_class,pred_confidence,true_confidence
761,outside,sleepy,6.8646903,2.4432244
8662,sleep,sleepy,6.86401,5.328615
8570,nuts,hide,6.8629866,5.1564994
5896,pizza,jump,6.860028,4.202798
2247,farm,yucky,6.8578787,4.8123236
4962,vacuum,fall,6.855185,4.375708
4984,pizza,TV,6.851658,6.190745
7267,person,beside,6.8510356,6.8216248
1634,helicopter,cloud,6.850369,3.925488
8349,pen,pencil,6.847894,6.017172
423,duck,tongue,6.84758,5.088779
2951,fall,room,6.8465643,0.44096643
8767,tomorrow,yesterday,6.8447375,6.1111536
1955,gift,after,6.8426175,5.10327
155,clean,any,6.8400536,6.59067
6406,shirt,fine,6.838993,6.4654717
3836,say,sticky,6.836195,3.6374288
8230,fall,table,6.830126,3.490936
8525,bug,dog,6.8288245,3.9162374
4510,nuts,jacket,6.826364,0.16560133
285,nose,noisy,6.8217216,4.8767343
2419,can,after,6.8190284,2.1946976
7455,give,sticky,6.8187385,2.9918625
4754,drawer,car,6.817925,5.2956634
8068,fish,sad,6.817098,-0.22015578
6147,person,blue,6.815055,4.6466208
4800,backyard,bath,6.81447,1.5587865
5797,flag,cereal,6.8100944,6.1537013
7158,hot,bad,6.809219,6.6427255
4565,snow,finish,6.8081813,4.553664
2084,arm,zipper,6.804695,1.4383255
6615,alligator,snow,6.794046,5.1791778
4359,home,head,6.792074,6.3271227
924,animal,before,6.7886243,2.08077
7134,duck,no,6.7871222,3.9184234
3735,police,closet,6.785665,1.7734814
7247,puppy,TV,6.783351,4.4868402
8174,after,hello,6.782699,1.958586
3389,TV,dog,6.7761507,4.892516
6467,face,penny,6.7734256,5.735001
4692,sticky,find,6.765868,5.878976
7466,lips,tooth,6.76561,6.339141
2906,glasswindow,say,6.762865,5.6294026
6470,frenchfries,pool,6.762696,2.7524145
7116,open,white,6.7603,1.4821302
9105,stuck,pretty,6.7590294,6.628995
1496,weus,owie,6.758022,1.7344344
4624,tongue,say,6.75606,3.9103508
2370,mouse,doll,6.7521796,6.3202076
4263,quiet,open,6.751024,3.2203715
1119,jump,chair,6.748852,6.140276
2056,down,can,6.742037,5.481064
8747,cereal,garbage,6.7420297,6.613914
3175,grandpa,pretty,6.7365255,4.929675
5651,potty,feet,6.7344613,5.859417
9129,cow,cowboy,6.7329893,5.0149784
4222,toothbrush,mouse,6.718326,5.227739
1432,story,all,6.718013,6.460684
8132,book,wait,6.716484,6.140726
7610,cry,car,6.7100716,2.991608
3532,vacuum,zipper,6.708985,5.7101927
7514,loud,go,6.70504,5.5876923
8678,hate,alligator,6.704722,-1.1394536
8604,chin,say,6.7034507,5.967739
3679,girl,nuts,6.7027855,5.392335
7151,sun,child,6.696196,4.8353715
5423,awake,wake,6.691576,6.580852
3367,finger,alligator,6.6863213,4.6414795
8377,no,jump,6.685713,6.610709
6578,balloon,many,6.684686,5.6246185
8195,fireman,hello,6.6829047,3.4899917
1534,cat,cry,6.6800685,6.1059394
6183,make,puzzle,6.679693,1.979289
8775,cereal,weus,6.675328,3.427654
8397,pretty,hungry,6.673395,4.7620573
3397,white,give,6.6714025,4.8193517
3042,wet,outside,6.66968,4.0359745
3932,fall,ride,6.665031,3.0280032
4177,puzzle,yes,6.6620092,4.6307683
1411,flag,grandpa,6.6569033,4.695304
1394,puppy,cat,6.6568975,0.7350207
5320,sleepy,nap,6.6565027,6.154591
5317,sleep,sleepy,6.6516423,5.896639
4761,toy,jacket,6.651377,4.289477
7545,morning,bad,6.6484966,1.4669709
8941,close,open,6.646364,4.3604097
2628,clown,wolf,6.6450377,6.4381003
1674,sun,boy,6.6439815,4.9777913
6225,drawer,jeans,6.643863,3.27137
120,backyard,person,6.642692,3.2585905
5994,underwear,puzzle,6.6401453,3.8224363
2865,mitten,alligator,6.637968,5.671533
5202,snack,blow,6.636282,6.347045
198,into,store,6.6344256,4.245175
7828,drop,shoe,6.6310205,6.199201
6062,animal,bath,6.6298904,6.152536
1800,duck,pig,6.6282444,5.5168056
5275,drawer,toy,6.627923,1.9824239
8611,cloud,dad,6.6273017,4.2370405
6107,water,wet,6.62726,5.9221077
5229,go,haveto,6.6236267,6.517423
2849,dirty,all,6.621071,6.1674137
2305,face,brother,6.6167316,6.231274
447,cut,fine,6.6162543,4.582762
824,another,jacket,6.6144567,2.9554691
2891,open,will,6.614181,5.339819
2496,wet,taste,6.612296,6.148204
4551,up,potty,6.609235,6.0187936
2173,haveto,yes,6.605187,6.3822465
8254,milk,many,6.603803,5.6689444
9167,backyard,hesheit,6.60188,1.2370629
2852,potty,fast,6.6012797,6.0820704
595,think,sick,6.5969114,6.2702503
5991,nap,sleep,6.5898824,5.9135528
263,fast,later,6.5879602,4.859383
2461,refrigerator,read,6.5828643,3.8407788
6136,shhh,bird,6.576997,6.2437887
3077,hat,tree,6.571736,6.19321
5897,there,thankyou,6.5706496,4.414121
8705,hair,radio,6.569597,4.511457
5363,stay,that,6.567958,6.5482965
1672,like,yellow,6.559335,3.428
832,any,clean,6.558816,4.361226
8782,rain,snow,6.5581107,6.5304575
1595,helicopter,boy,6.557919,0.39121395
5303,find,yucky,6.5563607,5.504415
6460,room,fish,6.5530934,3.0515773
7195,yourself,give,6.5504603,0.8829175
8015,pretend,carrot,6.548111,1.0834174
6294,can,yes,6.546767,6.025882
3064,outside,shower,6.5465064,4.717707
2366,stay,night,6.5462203,5.81507
8916,pretend,mouse,6.542818,6.532756
8845,fish,room,6.5421886,4.7561784
6076,pretend,mom,6.535739,4.9756594
4118,arm,dance,6.533308,1.7137549
8583,car,refrigerator,6.530315,6.129229
7037,potty,dog,6.529659,-0.2830912
6242,lamp,garbage,6.52877,5.1861315
8126,apple,gift,6.523813,5.405004
6195,eye,cheek,6.5213637,4.056254
2805,nose,toothbrush,6.520767,5.223462
651,cut,see,6.5201254,6.0899506
3706,outside,wolf,6.5184574,5.795031
3973,hair,listen,6.5134835,6.138377
3720,before,boat,6.513391,4.443053
7695,shirt,zebra,6.5132327,5.0876107
1836,tooth,tongue,6.5114765,5.9038954
8325,sleepy,flag,6.5104337,5.139393
3181,wait,drawer,6.510398,5.590516
7153,there,tree,6.509136,5.038026
3312,kiss,pizza,6.5057697,6.192357
8440,feet,no,6.505173,3.3609073
895,high,cut,6.502119,6.384433
2848,no,old,6.5000916,2.0766513
6863,brown,pretend,6.4985723,3.867757
213,feet,zipper,6.4958453,2.3873422
6997,finger,taste,6.490961,3.0630295
7919,scissors,fish,6.490283,6.0691347
3965,boat,mitten,6.4882255,5.3425236
6508,beside,there,6.4816732,4.1456685
4737,backyard,morning,6.481006,-0.75530314
1542,listen,owl,6.477639,5.7433867
2930,alligator,rain,6.4729686,6.451196
3910,flag,book,6.4665127,5.428847
2157,scissors,dance,6.466016,4.0148897
4715,white,table,6.464057,4.2019877
5266,table,penny,6.461151,-1.4218731
8432,smile,tooth,6.460041,2.1971383
8435,child,on,6.4566336,5.9274044
2582,stairs,yes,6.4557767,2.2911015
3954,because,better,6.455723,5.621421
2392,napkin,tiger,6.4531384,6.1224875
8118,pool,pen,6.451344,4.9448266
1284,mad,clown,6.448966,4.6016755
6675,farm,balloon,6.440942,6.21495
5406,talk,bye,6.4376273,2.3613706
2987,all,tomorrow,6.436786,2.9735985
1944,water,old,6.4354167,4.698988
1910,bath,animal,6.424619,5.729841
8550,mom,farm,6.420443,5.0717134
2726,pool,blue,6.4194527,3.3891516
4993,on,child,6.413817,5.13047
6318,after,happy,6.406809,5.4776435
5063,apple,empty,6.406406,1.7555759
2661,jeans,that,6.4028707,4.6660976
1531,eye,cheek,6.398175,5.177867
2882,yellow,if,6.398154,5.7419925
4771,stay,that,6.3945723,6.090868
3611,balloon,doll,6.392923,3.6845765
9144,pen,green,6.3809032,5.462386
6700,happy,minemy,6.378866,5.1276565
5951,red,zipper,6.3785253,5.0415454
8864,grass,better,6.377019,6.121704
5396,drop,night,6.3758907,4.7535076
6604,moon,awake,6.372493,4.8694587
2679,smile,nose,6.3702216,-0.1678933
3547,all,green,6.369886,5.606347
6334,there,hesheit,6.36949,5.032465
6244,cute,thankyou,6.368214,5.12452
6278,high,scissors,6.367904,5.744402
5435,touch,yucky,6.365695,5.955893
1609,radio,high,6.3654704,4.0535617
4836,giraffe,dry,6.3634872,2.7179306
2548,hear,no,6.357441,5.8018155
8415,napkin,chair,6.3554153,3.0368688
8807,alligator,noisy,6.354179,6.138444
4279,noisy,dryer,6.3531804,4.2071996
2376,dryer,chin,6.346097,4.9255404
2960,closet,open,6.3414726,6.1429863
6579,wait,wet,6.3404026,5.930616
7673,talk,water,6.3396916,5.6549287
8360,like,say,6.335019,5.005349
4423,if,fast,6.3347588,1.8526313
2180,noisy,loud,6.3260317,5.911264
5780,flag,bad,6.324964,6.043592
6134,shower,head,6.32137,5.8081145
6449,farm,mom,6.311267,4.8139367
3864,helicopter,after,6.3081684,1.0746673
8266,have,shirt,6.308149,3.9392068
7535,shirt,callonphone,6.3051953,-1.265632
3914,jacket,not,6.3049273,5.632932
1697,TV,gift,6.304899,6.1266932
7403,toothbrush,not,6.304683,3.923921
942,pencil,pen,6.299021,6.1896462
2464,sticky,see,6.2964945,5.1797605
1726,fish,mom,6.296135,5.9818115
8622,tiger,story,6.295826,1.1938477
2825,after,empty,6.2875066,5.408719
7230,hear,ear,6.2873483,4.2424116
3980,taste,snack,6.2859507,5.8799887
3272,who,shhh,6.2851305,5.73651
4542,think,time,6.2825394,2.3245878
4875,quiet,old,6.2820992,5.4142537
4887,have,bath,6.2801695,3.6928113
4005,thankyou,better,6.2735615,3.5943582
6886,where,gift,6.273514,4.82272
4825,outside,blue,6.2722034,2.1119287
7907,can,puzzle,6.264811,3.102599
4113,child,story,6.2617097,4.8898807
4391,feet,pen,6.2614574,4.8235106
510,sad,taste,6.260287,5.7140346
5036,every,snack,6.256365,5.9694858
6653,toy,into,6.2563105,-1.17816
747,cloud,hat,6.251535,0.9371402
1932,cry,read,6.250493,2.173563
7819,sleep,sleepy,6.243115,5.381857
6488,sleepy,sleep,6.2418523,5.1254272
2594,clean,fine,6.240854,5.7679334
496,old,icecream,6.2401056,6.0579457
7544,gum,zebra,6.239443,0.27052847
3350,backyard,stay,6.237754,5.2911835
5217,flag,better,6.23238,1.5968484
5932,open,tree,6.231252,6.07043
3051,cut,helicopter,6.2299933,5.028404
5792,yucky,finger,6.2280526,4.407628
7731,shower,store,6.2269635,4.7531877
304,many,wait,6.222546,6.0521593
6736,yesterday,cow,6.219377,4.965978
1617,mouth,weus,6.2171187,5.2256527
4777,puzzle,potty,6.2156754,3.7240098
7599,jump,ride,6.2132835,1.6222978
3029,cereal,grass,6.2109957,6.0571146
6630,night,clean,6.209525,-0.31183028
6625,every,aunt,6.2080297,5.043512
4011,wet,sleepy,6.207377,5.51504
2115,empty,wait,6.203655,6.186627
4035,after,bad,6.1988664,5.1805687
5226,night,pool,6.1964,4.5327616
1492,puppy,same,6.194895,2.105085
6140,mitten,wait,6.1932383,4.6802826
3685,yourself,nuts,6.1930203,5.9048004
2077,sick,happy,6.191498,0.7358459
1344,book,boat,6.190051,5.8233776
7809,puzzle,down,6.182519,2.4364147
5148,jeans,yesterday,6.181475,2.2939892
6506,down,ride,6.175863,5.72307
3059,before,puppy,6.1706815,4.7231755
2158,hate,snack,6.1699924,5.4073405
5618,up,not,6.1680346,1.6898924
537,read,look,6.1677427,5.307671
169,if,into,6.1671953,-0.2703086
6138,pig,hungry,6.156537,3.746815
6803,loud,moon,6.152785,4.3942776
145,hide,vacuum,6.1527076,3.7499692
4564,man,beside,6.149758,3.7084727
4042,giraffe,face,6.1450634,5.6664243
5457,puppy,fish,6.144724,4.277583
7429,where,garbage,6.137206,5.3231215
7013,ear,noisy,6.133927,1.2849092
5803,vacuum,fall,6.1317887,3.7944946
7801,outside,radio,6.131597,4.2394238
6222,puppy,sticky,6.1304297,3.966697
4135,minemy,please,6.130222,6.0300837
8661,weus,all,6.129689,5.529897
7097,shower,hear,6.123326,1.3534937
5126,fireman,table,6.122104,2.7973397
7920,fast,red,6.1219907,4.684695
5318,pen,potty,6.1211143,5.4867654
7175,bath,make,6.1126995,5.7404222
4572,beside,zebra,6.112548,4.3722196
2327,close,room,6.109444,5.9615016
6810,backyard,ear,6.1087217,4.20701
2875,chair,shoe,6.108197,2.0474296
4264,owl,cloud,6.104218,3.6895766
3617,touch,loud,6.0987754,3.6970806
4249,toothbrush,tooth,6.0984325,4.481515
3370,farm,grandma,6.094948,3.9603696
7796,weus,zipper,6.0945582,1.3847221
5393,cute,thirsty,6.093613,5.7210765
138,book,boat,6.093569,5.456432
8654,not,every,6.093066,2.031518
4996,pen,puzzle,6.0913415,5.233025
6461,touch,chair,6.087849,3.0658965
8206,pajamas,like,6.087117,5.591561
4230,first,pool,6.0829234,0.6597062
2736,time,dance,6.069108,5.752172
2616,look,ride,6.066412,4.7542067
8033,nap,bed,6.0663133,4.9016447
1257,better,now,6.063795,2.3058007
8004,tree,fireman,6.0624285,5.348824
8913,there,before,6.0613117,3.5814967
6541,bedroom,grandma,6.0591316,2.9562278
6046,before,glasswindow,6.058866,5.5861545
7943,awake,backyard,6.058555,2.559629
6167,go,green,6.0542135,5.5215316
3425,ride,another,6.0532947,2.5988624
9186,pencil,tooth,6.0525923,5.541887
7661,many,sticky,6.047227,5.389023
7747,vacuum,empty,6.047098,0.9909295
8021,taste,snack,6.045803,3.0834825
5125,carrot,toothbrush,6.0440283,1.1238924
1396,giraffe,hat,6.042663,5.5398164
4760,why,tree,6.0424604,4.270603
3490,like,beside,6.0392504,-0.44528237
8159,will,potty,6.038294,-1.1704564
4361,will,bedroom,6.038185,5.4986835
7902,TV,where,6.0355606,5.1415668
8483,airplane,stairs,6.034806,1.3486655
7012,open,blue,6.032611,6.0251393
6267,before,head,6.031076,4.5560813
2634,all,dog,6.0276346,-0.46726394
7714,face,make,6.026796,1.5942385
2099,grass,fish,6.0260825,4.3857183
925,chin,refrigerator,6.025827,4.5075326
8376,beside,happy,6.0246596,0.7305181
1116,flag,pizza,6.0231767,3.230349
5786,there,beside,6.0224447,4.722292
7118,black,penny,6.021593,5.7128596
3100,fish,animal,6.0215507,3.1485639
7494,mom,icecream,6.021382,1.7105854
8388,outside,head,6.0202765,3.4318514
4554,cat,cut,6.0193286,-0.71717215
8262,girl,wake,6.018085,4.2521515
1330,have,animal,6.0146775,4.2362857
4627,pen,tomorrow,6.013292,1.6912557
5959,balloon,blow,6.013266,5.6425443
1498,jeans,drawer,6.011349,4.932322
8537,pizza,helicopter,6.0070806,4.7805367
5056,jacket,outside,5.9999957,4.2527027
5489,wet,go,5.9971247,3.916309
2035,hate,ear,5.9964414,4.3340535
3842,make,hide,5.9934425,5.5974684
8849,minemy,bath,5.9916353,2.0046198
8895,cat,loud,5.9859085,2.9055474
3468,now,pajamas,5.983912,4.6779103
74,morning,outside,5.9817734,3.5586348
3115,pizza,TV,5.9793134,5.485959
812,before,please,5.9753475,3.6659265
3423,hat,into,5.9731917,1.184903
7214,for,moon,5.9703684,5.332141
8905,clean,stay,5.9689703,5.7543435
1352,cloud,blow,5.968161,2.9474201
3083,green,tooth,5.967802,4.799394
2232,fish,finish,5.9656563,3.8911262
5244,bad,blue,5.9638577,1.3782209
4861,potty,haveto,5.963389,5.517596
1477,radio,into,5.962614,-0.35662776
5230,red,underwear,5.9599295,2.7460725
209,please,white,5.9561996,4.187385
8833,after,potty,5.9560347,0.89807975
1582,can,yes,5.9560204,4.3715954
3890,jump,dance,5.954823,5.074505
4505,dad,donkey,5.949689,3.94457
2767,aunt,backyard,5.9474607,3.3432634
6324,pajamas,fall,5.9451823,4.7077737
7262,all,another,5.9426823,4.722393
8203,cloud,drink,5.9424434,5.7950397
2988,helicopter,puppy,5.9415054,3.7771974
2935,moon,snow,5.9406343,3.4104226
8411,open,bad,5.9405217,2.164142
243,now,if,5.9400296,5.6381254
8441,wait,go,5.940015,5.3407717
6207,grandma,puzzle,5.93501,0.9659959
3470,pizza,snack,5.9338126,2.0505273
5719,head,sleepy,5.9333415,5.4731297
3638,hesheit,hate,5.931963,2.0948846
7979,before,room,5.9302173,5.592627
6583,jacket,dance,5.9270053,1.2630609
9094,if,yesterday,5.9260426,4.146544
701,pajamas,drawer,5.9243617,2.5340688
5642,story,fine,5.9230785,4.479355
1831,who,bird,5.92146,4.9275355
6431,say,lips,5.9200783,5.5250735
5668,helicopter,cloud,5.916604,3.8468144
8153,jeans,happy,5.9128485,0.31310746
7633,open,will,5.912299,0.4506842
3460,because,every,5.906177,1.7662251
6910,tree,cloud,5.9059167,1.695516
6620,there,gift,5.9059057,3.0005338
8758,eye,first,5.9009757,4.6351604
2700,hungry,car,5.9003735,4.6125207
6291,high,tiger,5.8938565,5.125172
5227,there,dryer,5.8935485,5.8906956
6497,wet,sun,5.889778,4.9914002
9314,better,pizza,5.8874054,3.4977918
9181,shirt,down,5.8868613,-1.8209019
3024,no,ride,5.8733563,3.1898227
4496,backyard,refrigerator,5.8731174,4.7528324
2497,owie,wet,5.8721457,0.91362345
265,story,cloud,5.8707523,5.5077624
686,beside,child,5.865444,4.587467
5114,dog,another,5.865418,5.5880504
4540,say,cut,5.8626695,2.4917068
6502,clean,arm,5.861373,1.1753246
3448,sticky,cat,5.859676,5.296292
6070,beside,potty,5.859668,5.259368
2579,lamp,many,5.8596034,2.3931983
457,nap,gum,5.8551793,5.5059943
186,wake,awake,5.854819,5.3634863
6699,give,scissors,5.8543897,4.916588
8242,bad,man,5.853321,4.036364
7688,touch,clean,5.8517604,1.8241631
7426,jeans,girl,5.851693,4.731319
7718,mom,grandma,5.8485494,5.396281
5626,zipper,pencil,5.843219,3.2337577
5312,go,feet,5.8406115,1.6065497
5875,bee,bed,5.8394604,5.6445117
4651,food,home,5.838342,5.209246
7712,book,wait,5.836893,5.113048
373,snack,wet,5.835491,5.260107
4894,owl,boy,5.8349056,2.840512
3874,no,chair,5.8315635,2.8955748
9285,tree,head,5.8303213,1.2372597
316,awake,night,5.8283687,2.7349772
5507,finger,feet,5.825689,2.4700468
7219,kitty,yucky,5.824942,3.1982853
5953,feet,zipper,5.823745,3.8188636
5662,see,stairs,5.822845,2.4177
7685,kitty,blue,5.815503,3.8900054
7385,see,jacket,5.8079677,0.7873287
9145,tree,go,5.8070726,3.2456043
2782,doll,pen,5.805097,4.1315613
3821,into,chair,5.804289,5.237662
4342,mouth,chin,5.803682,4.941868
4961,make,zipper,5.801052,3.778518
768,garbage,shower,5.798621,3.57152
3207,find,up,5.7939425,2.1336234
6642,no,alligator,5.7878065,4.2197948
6996,fast,happy,5.7833424,2.5224514
840,chocolate,man,5.783269,3.1512
408,car,milk,5.781846,4.900492
6931,police,fine,5.780194,2.854623
9269,all,story,5.778976,5.694333
660,jump,up,5.778405,2.600179
4820,fall,like,5.7728024,-0.24860427
8101,tree,finish,5.771579,4.9545517
4145,underwear,snack,5.770666,5.382647
9139,drop,yes,5.7703047,3.8658042
5913,pool,arm,5.7684407,2.08363
6962,fine,talk,5.766048,5.7264543
2975,closet,go,5.7652445,3.6532562
985,fine,quiet,5.764459,5.375425
1825,child,quiet,5.7637157,4.1398225
5504,go,shoe,5.760776,2.940309
610,TV,potty,5.7607336,4.860811
9135,talk,room,5.7603106,3.3109343
6786,cereal,weus,5.757967,3.5700815
93,dance,like,5.7577224,5.151329
654,there,many,5.7560477,2.4971352
8102,into,rain,5.7554193,5.1403146
8336,stairs,dance,5.7544045,4.3243523
9242,because,bath,5.753383,0.45338565
4157,noisy,for,5.751342,3.9704838
4278,pen,potty,5.743494,5.3987885
6713,police,fast,5.742059,5.3620095
5534,head,napkin,5.7414293,4.4489512
2995,owie,on,5.7396135,4.9769773
8855,hear,eye,5.735752,5.7215877
572,garbage,say,5.7356696,2.3178885
378,room,bedroom,5.729651,4.1911635
8673,dance,fall,5.7291865,3.720711
7079,hate,TV,5.7202635,1.4401627
6960,drop,dog,5.7196083,2.557113
6427,will,person,5.7184954,4.5212502
9019,dad,gift,5.7153583,-0.25165594
7856,mitten,alligator,5.712529,3.772501
7413,feet,hesheit,5.711631,1.5582863
7654,after,fish,5.7115765,4.5820894
3911,cheek,blue,5.7063236,5.1640925
1065,close,bee,5.706095,5.611611
3045,another,jeans,5.703282,4.8950458
30,chair,jump,5.703165,3.9002905
3583,hair,morning,5.7025084,1.2613432
3853,say,cat,5.695052,5.045972
8036,bye,beside,5.692382,2.862889
886,flag,morning,5.6877465,5.2047086
7481,look,chocolate,5.686121,4.0568166
188,grandma,taste,5.6828403,5.1777196
7620,can,jeans,5.6825857,4.016889
2529,zipper,jacket,5.6823697,4.103336
3714,fish,girl,5.681528,0.19565043
7309,brother,down,5.6796594,3.1226826
6409,on,fine,5.675929,0.92853594
8784,face,eye,5.6758013,4.612456
2663,give,zipper,5.67238,-0.52735895
2850,mouth,nose,5.6707673,4.6996927
2042,can,tomorrow,5.6630936,3.6416204
3474,airplane,backyard,5.661551,4.7287
8556,cut,hen,5.6587086,4.2677054
327,giraffe,hungry,5.6455,5.278242
2612,close,cat,5.641641,1.9457376
6064,pen,quiet,5.63551,5.001561
6218,mouse,doll,5.6324377,4.756268
8091,open,book,5.63239,3.340001
7739,apple,tomorrow,5.631904,5.0048122
8396,cereal,blow,5.613113,0.94503254
4921,not,arm,5.611187,0.6611116
3637,room,close,5.6002774,3.185477
5112,face,weus,5.597213,3.9606361
934,jacket,girl,5.5911493,4.895869
3912,mitten,mom,5.5871825,3.0075316
4677,person,up,5.5870824,4.634387
428,toy,drawer,5.5858054,2.0029967
6959,cloud,hello,5.584412,5.120884
2682,up,brother,5.584341,3.51833
5485,beside,better,5.5833907,3.7867422
8243,brother,black,5.581513,5.2430134
3014,dry,snack,5.57895,4.5868273
3909,bird,carrot,5.5774946,4.9585767
1303,haveto,no,5.5755677,-0.059586734
7880,arm,mouse,5.5754986,4.631031
6932,listen,owl,5.5734,2.771521
7773,feet,stay,5.572543,4.799807
2982,all,better,5.569948,0.55770564
2991,store,story,5.5698776,5.5582733
6041,yellow,airplane,5.5642323,5.1492815
8722,fish,sad,5.5610847,0.45300886
3418,underwear,mouse,5.5600643,2.7496061
6982,red,drawer,5.559658,3.4585369
6536,elephant,cloud,5.552103,4.544912
3192,bedroom,person,5.5491266,-0.5957606
5466,tiger,cry,5.5461445,-0.2079024
8543,noisy,high,5.5444555,4.2931147
5990,shirt,balloon,5.543893,2.5813859
4338,old,mouse,5.538971,5.1144485
7729,scissors,weus,5.538618,0.73561573
3406,stairs,sticky,5.537034,1.4730401
8479,sleep,pretty,5.5340166,5.464022
2639,happy,blue,5.5315084,1.0130279
3656,alligator,finger,5.5299354,2.575839
6989,owie,sticky,5.5293584,0.7161684
106,open,there,5.528075,-0.122354254
4374,bed,bee,5.524858,0.5689413
9224,on,child,5.523912,2.4436224
5952,mad,high,5.522414,4.777438
2313,cheek,chocolate,5.5217757,4.080506
8452,potty,bath,5.519519,4.0914593
568,have,happy,5.514982,4.742261
2856,kitty,airplane,5.514962,0.7777
6141,balloon,orange,5.5144577,3.4442465
3669,time,where,5.5128975,-0.96800786
3409,sticky,frenchfries,5.51204,4.4633937
6101,same,jacket,5.508512,2.565052
1472,toothbrush,yes,5.505639,4.0712595
7818,cheek,say,5.5025067,2.0626569
3046,dry,thirsty,5.493814,5.4484973
5221,grass,napkin,5.4877124,4.1381226
143,girl,night,5.4739785,3.9336455
1695,hide,frog,5.4735694,1.2899996
6605,give,giraffe,5.4732194,4.365399
7204,smile,tooth,5.4685616,3.961759
3582,fireman,nap,5.4666977,4.8547215
7427,zipper,pool,5.4649568,1.2437414
2233,giraffe,morning,5.463955,3.0001955
7310,open,goose,5.462139,5.1026154
9066,down,backyard,5.451488,2.349518
2290,pajamas,flower,5.4472723,3.1715908
1209,jacket,girl,5.4467425,3.6344805
1749,awake,yesterday,5.4420366,3.782673
1160,chin,thirsty,5.440481,4.3358097
2226,because,donkey,5.4243875,3.103094
3878,pencil,pen,5.4236984,5.3299065
5391,farm,finish,5.4205413,0.14374813
598,yucky,grandma,5.415731,3.2754126
8341,yesterday,jump,5.410181,1.2565227
463,bedroom,give,5.408945,1.2652884
1787,pizza,beside,5.4042773,2.239955
8507,tree,sun,5.393334,1.1753395
6500,fine,book,5.3903594,4.0657783
3128,boat,give,5.385008,3.3012874
2759,dance,night,5.3767796,3.399507
5586,shoe,yes,5.3733,5.0051966
7985,drop,time,5.372638,2.167723
5762,feet,cat,5.372224,5.1027427
7313,mouse,duck,5.3709364,4.028165
8976,go,child,5.3702664,3.7834334
3881,like,clean,5.3693404,3.0304523
4345,white,grass,5.369069,5.1965146
7485,goose,stairs,5.3684845,1.5639486
430,time,another,5.367556,2.628636
5985,wolf,grass,5.3669415,0.124854386
9018,open,beside,5.3624234,3.9421978
8632,there,on,5.3598413,1.2837442
7047,old,table,5.357374,-0.24995501
5926,empty,scissors,5.354794,3.9448507
7029,who,old,5.35436,-0.08610514
3952,cut,another,5.3459167,2.7999592
1391,water,read,5.3440876,4.178046
7243,grandma,arm,5.342988,3.9471595
5674,make,stuck,5.3428054,5.2282023
5279,yourself,hide,5.342739,4.6897397
3571,pretty,man,5.338132,4.5787835
4270,why,flag,5.3340583,4.3352532
1585,yes,yellow,5.3330975,4.346815
2217,food,wolf,5.3325486,5.149675
5978,TV,can,5.33,2.7004936
2773,cloud,into,5.327642,2.4171052
4115,any,can,5.3252354,4.9833345
2827,touch,same,5.324236,3.2725098
2986,lamp,toothbrush,5.3227854,2.0931222
6574,scissors,fall,5.319395,3.5094037
3658,taste,wait,5.309119,4.3534303
7428,dry,dryer,5.3060102,4.867014
5729,sticky,stuck,5.3054466,3.883923
796,closet,time,5.3038826,4.18613
6921,hesheit,cut,5.303098,4.8831763
2096,into,clean,5.3000326,4.8745356
750,who,zipper,5.2964935,0.77661127
6009,police,hungry,5.2945385,3.727455
5088,give,milk,5.292941,2.3839395
5697,have,beside,5.2843285,0.29246652
6974,sun,close,5.2843027,2.7460275
1960,night,mitten,5.2815294,1.5100709
9261,giraffe,jacket,5.280909,-0.25438496
4173,mitten,fireman,5.277118,4.3018484
1251,snow,rain,5.2755284,2.5379555
4752,open,bed,5.2753887,2.1765404
5284,pretend,man,5.2751336,4.9040394
185,carrot,pretend,5.2642355,0.15892741
634,dryer,time,5.264193,4.7029185
6565,wait,go,5.264179,2.9482133
6842,lion,drop,5.2641163,-0.49935222
9017,haveto,can,5.2634735,3.9182286
3639,yourself,every,5.2579536,4.295438
7093,ride,night,5.252979,3.1930053
7990,sad,head,5.252736,4.126869
4759,TV,nap,5.252625,4.591129
3125,room,bye,5.248908,4.35889
5987,chocolate,shirt,5.2448354,1.5533273
9037,finish,wait,5.243525,3.4817777
3290,all,story,5.24337,5.017844
6036,vacuum,backyard,5.241074,4.014776
2268,helicopter,rain,5.237296,4.3274374
1990,all,another,5.2347865,4.202162
3321,frog,aunt,5.2346535,0.31753558
1638,closet,drop,5.2332354,-0.14753318
1021,vacuum,another,5.2315907,4.334394
7983,wait,finish,5.231303,2.2110848
4529,tooth,thirsty,5.2250557,3.1935735
7611,underwear,hot,5.221281,0.75048864
971,into,close,5.2192245,4.3119073
211,after,shoe,5.2149353,0.7760513
7465,smile,head,5.213797,3.979823
717,child,jeans,5.211218,1.4716799
8738,cut,closet,5.2106643,3.3424501
7286,touch,chair,5.210169,1.7573448
3537,like,jacket,5.2084875,0.5101084
1769,goose,jump,5.20341,2.5855145
9205,shirt,drop,5.203139,2.798986
528,yellow,stay,5.2023325,4.9124203
5982,vacuum,refrigerator,5.1955724,4.239954
8066,dryer,dance,5.1954746,3.3118482
2416,hungry,underwear,5.189999,4.9563413
7918,rain,cloud,5.189411,3.1426656
1993,sleep,can,5.171812,0.43262765
3745,pajamas,if,5.170889,2.7656307
